Inf_UN Inf_GT Sus_UN Sus_GT F_GT G_GT
0.2400 0.2441 0.3180 0.3126 0.3516 0.8144
0.3420 0.3482 0.2730 0.2686 0.4453 0.4417
0.1460 0.1486 0.4770 0.4688 0.4922 1.5197
0.0720 0.0732 0.2670 0.2623 0.0836 0.3623
0.5020 0.5101 0.1450 0.1423 0.3665 0.0913
0.7280 0.7405 0.6270 0.6162 1.6693 1.7355
0.9250 0.9412 0.3840 0.3773 3.7139 0.8037
0.2050 0.2085 0.2200 0.2161 0.3674 0.2728
0.6780 0.6897 0.2890 0.2840 1.7411 0.5358
0.3850 0.3886 0.6490 0.6372 0.0489 0.5387
0.3150 0.3206 0.5450 0.5355 1.3117 1.3189
0.7090 0.7214 0.9470 0.9302 1.8923 1.4688
0.7340 0.7469 0.6980 0.6858 2.2218 1.4197
0.0170 0.0173 0.7610 0.7471 0.0284 0.6309
0.8910 0.9061 0.0310 0.0304 1.2403 0.0340
0.1260 0.1282 0.4230 0.4157 0.6010 1.5076
0.2400 0.2442 0.8790 0.8634 0.6686 1.3352
0.8050 0.8172 0.0670 0.0655 0.3735 0.0106
0.1980 0.2010 0.6950 0.6787 0.1107 0.2161
0.8790 0.8921 0.7420 0.7246 0.4914 0.2308
0.2090 0.2127 0.0140 0.0138 0.6581 0.0404
0.2490 0.2530 0.4590 0.4503 0.1492 0.2451
0.4630 0.4711 0.2170 0.2132 1.0746 0.3355
0.0230 0.0234 0.3870 0.3803 0.0883 1.7980
0.5090 0.5179 0.1750 0.1720 1.4115 0.6601
0.5710 0.5768 0.3220 0.3161 0.0811 0.2273
0.0960 0.0974 0.5310 0.5210 0.0403 0.2836
0.6280 0.6391 0.8790 0.8640 3.6487 4.0777
0.1660 0.1690 0.8240 0.8100 0.8428 3.5407
0.6990 0.7095 0.2540 0.2492 0.2936 0.1356
0.0500 0.0512 0.8470 0.8326 0.0839 1.9007
0.6120 0.6220 0.5540 0.5438 0.4988 0.3889
0.2590 0.2634 0.7570 0.7440 0.5872 2.9720
0.9150 0.9308 0.6950 0.6828 1.8071 1.0133
0.8200 0.8070 0.7190 0.6030 0.0271 0.0043
0.1360 0.1384 0.3960 0.3888 0.2425 0.3429
0.5570 0.5482 0.2160 0.1812 0.0184 0.0013
0.3600 0.3660 0.2140 0.2101 0.3658 0.2012
0.1160 0.1181 0.6890 0.6761 0.2301 0.8392
0.3480 0.3536 0.8450 0.8294 0.2133 0.8382
0.5260 0.5186 0.6480 0.6357 0.0184 0.4193
0.5940 0.5856 0.0040 0.0039 0.0208 0.0026
0.9470 0.9625 0.9260 0.9079 0.8836 0.5010
0.3620 0.3679 0.8540 0.8373 0.3377 0.4620
0.6270 0.6367 0.4910 0.4820 0.3361 0.4321
0.7140 0.7259 0.4820 0.4736 0.7704 0.8898
0.9070 0.9230 0.8650 0.8505 4.2021 4.5118
0.1610 0.1636 0.8120 0.7967 0.1150 0.4442
0.4760 0.4841 0.3250 0.3194 0.7078 0.7030
0.8290 0.8438 0.9870 0.9700 2.1662 2.4330
0.6680 0.6795 0.9020 0.8864 1.5685 2.8106
0.0110 0.0113 0.2500 0.2458 0.0533 0.8680
0.5650 0.5746 0.7410 0.7273 0.7317 0.4972
0.9980 1.0154 0.3150 0.3096 4.3842 1.1164
0.4310 0.4382 0.1610 0.1581 0.4332 0.2037
0.1110 0.1130 0.4130 0.4055 0.3482 0.5001
0.8080 0.8219 0.0970 0.0952 1.6241 0.0795
0.4390 0.4466 0.3890 0.3823 0.9566 1.0468
0.4780 0.4863 0.0280 0.0275 0.7887 0.0398
0.8340 0.8475 0.3170 0.3114 0.6680 0.3053
0.5620 0.5715 0.7890 0.7753 0.8306 1.1693
0.7270 0.7368 0.6070 0.5939 0.2188 0.1384
0.6260 0.6367 0.1120 0.1101 1.4724 0.3308
0.5150 0.5236 0.4450 0.4354 0.5995 0.0930
0.3050 0.3098 0.6440 0.6326 0.1601 0.8919
0.7310 0.7439 0.9600 0.9435 5.9160 6.1354
0.7770 0.7907 0.7120 0.6997 3.9518 2.2456
0.4080 0.4151 0.2590 0.2545 0.4333 0.3098
0.8550 0.8693 0.3380 0.3322 0.9679 0.2734
0.8560 0.8693 0.5780 0.5673 0.4871 0.4341
0.3200 0.3249 0.0830 0.0814 0.1734 0.0385
0.0330 0.0337 0.2840 0.2792 0.1477 0.7799
0.1420 0.1444 0.1550 0.1522 0.1482 0.1846
0.8260 0.8397 0.4960 0.4874 0.9053 0.8387
0.9550 0.9716 0.6840 0.6722 3.1324 2.0397
0.5980 0.6085 0.6560 0.6449 3.5575 3.3253
0.4290 0.3457 0.8820 0.8161 0.0017 0.0150
0.2630 0.2674 0.6790 0.6670 0.3040 0.9187
0.0360 0.0366 0.8860 0.8701 0.0691 1.0836
0.0950 0.0969 0.2810 0.2765 0.2679 1.2586
0.7140 0.7263 0.4970 0.4883 1.9692 1.3315
0.3400 0.3457 0.0550 0.0540 0.5688 0.0784
0.8300 0.8415 0.0270 0.0262 0.2697 0.0019
0.7670 0.7792 0.3190 0.3132 0.6796 0.2137
0.8690 0.8824 0.7690 0.7553 0.6561 0.7867
0.2730 0.2771 0.6500 0.6326 0.1261 0.0682
0.5920 0.6012 0.2860 0.2808 0.3297 0.2497
0.6380 0.6487 0.7130 0.7004 1.0553 1.0781
0.6710 0.6814 0.8300 0.8134 0.4871 0.3378
0.1460 0.1485 0.6010 0.5907 0.2959 1.4358
0.1800 0.1831 0.6080 0.5974 0.5002 1.6027
0.1210 0.1229 0.0330 0.0324 0.0773 0.0133
0.0080 0.0081 0.7130 0.6998 0.0129 0.6089
0.7790 0.7926 0.2090 0.2054 1.9163 0.3093
0.7110 0.7233 0.4150 0.4076 1.4739 0.3511
0.7600 0.7726 0.0970 0.0952 1.1157 0.0531
0.1110 0.1129 0.8530 0.8383 0.4388 2.7467
0.0330 0.0335 0.2790 0.2737 0.0484 0.1526
0.5480 0.5556 0.2470 0.2421 0.1715 0.0857
0.8010 0.7944 0.3080 0.3011 0.0368 0.0582
0.9780 0.9762 0.0080 0.0078 0.0557 0.0030
0.2900 0.2946 0.1710 0.1679 0.1784 0.1524
0.0570 0.0580 0.4550 0.4469 0.1194 0.8054
0.6020 0.6119 0.2390 0.2316 0.5292 0.0165
0.7710 0.7843 0.5880 0.5779 1.5181 1.2795
0.4470 0.4548 0.0930 0.0914 1.9923 0.4665
0.2650 0.2696 0.4500 0.4422 0.5395 0.9999
0.2410 0.2452 0.1130 0.1111 0.7358 0.3155
0.6520 0.6631 0.6800 0.6684 1.3079 2.7152
0.1090 0.1109 0.5350 0.5258 0.2907 1.2781
0.1610 0.1637 0.9800 0.9608 0.1562 0.4410
0.4170 0.4243 0.0670 0.0658 1.0529 0.0994
0.1120 0.1139 0.3740 0.3667 0.1086 0.1683
0.5920 0.6024 0.2540 0.2496 2.6172 0.7732
0.6710 0.6615 0.1790 0.1758 0.0242 0.1740
0.4710 0.4790 0.7270 0.7144 1.0776 1.6467
0.4460 0.4536 0.3110 0.3056 0.7158 0.4071
0.6080 0.6183 0.7030 0.6903 1.0141 0.5786
0.8800 0.8912 0.4860 0.4773 0.2825 0.3164
0.6660 0.6772 0.7490 0.7349 0.7186 0.4569
0.2370 0.2412 0.3770 0.3707 0.6093 1.3105
0.0300 0.0305 0.1000 0.0983 0.0442 0.1883
0.2350 0.2391 0.8030 0.7745 0.1619 0.0819
0.5990 0.6095 0.7360 0.7235 1.6694 1.8834
0.6040 0.6144 0.1040 0.1022 1.2110 0.2910
0.3830 0.3885 0.5510 0.5409 0.1268 0.4248
0.5900 0.5906 0.7740 0.7592 0.0708 0.4180
0.6060 0.6156 0.8160 0.8004 0.3660 0.4268
0.2270 0.2310 0.5950 0.5845 0.5128 0.9437
0.5850 0.5873 0.4840 0.4753 0.0468 0.4467
0.1470 0.1495 0.7010 0.6886 0.2171 1.0164
0.1510 0.1535 0.0930 0.0913 0.1380 0.0925
0.6410 0.6526 0.6830 0.6712 1.4589 1.3380
0.2600 0.2644 0.7740 0.7601 0.3193 0.7771
0.4480 0.4549 0.0810 0.0594 0.2146 0.0002
0.0750 0.0762 0.7700 0.7565 0.0659 1.2382
0.4100 0.4171 0.9570 0.9405 1.0344 3.1485
0.4450 0.4528 0.6430 0.6321 2.5605 3.3828
0.9590 0.9759 0.3270 0.3214 2.2594 0.5530
0.4930 0.5017 0.0280 0.0275 2.9698 0.1394
0.9930 1.0100 0.4750 0.4668 2.1975 1.1495
0.8950 0.9038 0.6190 0.6058 0.1253 0.1479
0.1890 0.1920 0.7460 0.7315 0.1055 0.3894
0.2590 0.2654 0.8650 0.8495 0.3069 0.9878
0.0400 0.0403 0.4950 0.4858 0.0043 0.3089
0.9510 0.9655 0.6760 0.6637 0.5525 0.6706
0.6120 0.6210 0.7670 0.7503 0.2852 0.1825
0.3360 0.3412 0.6750 0.6623 0.1966 0.4604
0.5260 0.5353 0.6020 0.5917 1.9704 1.8548
0.9580 0.9744 0.2430 0.2386 1.5165 0.1990
0.0190 0.0199 0.2120 0.2084 0.0468 0.1889
0.1730 0.1757 0.2510 0.2437 0.0796 0.0236
0.6490 0.6590 0.7490 0.7273 0.2985 0.0704
0.0110 0.0112 0.1120 0.1088 0.0051 0.0105
0.4400 0.4478 0.4060 0.3978 0.9966 0.2351
0.0890 0.0893 0.6420 0.6307 0.0065 0.5560
0.8850 0.8997 0.4220 0.4149 0.8832 0.8204
0.7010 0.7133 0.3460 0.3401 1.3305 0.4955
0.0730 0.0746 0.0580 0.0571 0.0872 0.0595
0.8770 0.8893 0.8910 0.8704 0.3166 0.1978
0.2480 0.2522 0.1650 0.1622 0.2356 0.2676
0.3980 0.4048 0.6800 0.6672 0.3785 0.3964
0.2220 0.2181 0.4040 0.3905 0.0067 0.0263
0.1280 0.1301 0.5750 0.5642 0.0727 0.2996
0.5900 0.5965 0.0700 0.0687 0.1021 0.0277
0.8150 0.8266 0.4310 0.4231 0.3505 0.2896
0.4030 0.4103 0.6890 0.6780 0.3756 0.9184
0.3890 0.3956 0.4420 0.4341 0.3925 0.3806
0.0350 0.0356 0.4760 0.4679 0.0995 2.0835
0.0920 0.0936 0.9550 0.9354 0.0781 0.4374
0.1640 0.1668 0.6770 0.6634 0.2657 0.2329
0.8360 0.8493 0.3250 0.3172 0.6930 0.0465
0.1550 0.1576 0.7400 0.7230 0.1383 0.1376
0.4800 0.4881 0.3310 0.3208 0.3451 0.0291
0.4780 0.4858 0.8670 0.8498 0.3537 0.4049
0.6450 0.6563 0.7460 0.7334 2.7483 3.2705
0.5550 0.5637 0.6700 0.6551 0.2941 0.1642
0.1980 0.2013 0.1560 0.1532 0.1734 0.1532
0.2390 0.2414 0.9090 0.8900 0.0332 0.2818
0.5440 0.5527 0.9000 0.8833 0.4162 0.7983
0.2250 0.2286 0.5840 0.5732 0.1721 0.5180
0.5500 0.5588 0.9680 0.9501 0.4207 0.8586
0.7090 0.7214 0.4510 0.4433 2.2922 1.1081
0.0520 0.0529 0.0780 0.0767 0.0576 0.1149
0.9310 0.9444 0.0680 0.0667 0.3473 0.0454
0.6830 0.6932 0.2550 0.2495 0.3046 0.0518
0.4020 0.4083 0.1500 0.1464 0.2239 0.0203
0.2730 0.2771 0.1680 0.1649 0.1138 0.1090
0.1960 0.1707 0.3660 0.3558 0.0014 0.0425
0.6350 0.5907 0.0510 0.0501 0.0114 0.0397
0.1720 0.1745 0.0590 0.0578 0.0547 0.0142
0.4440 0.4498 0.5080 0.4977 0.1212 0.1737
0.7410 0.7532 0.4530 0.4339 0.6276 0.0227
0.3380 0.3438 0.8670 0.8516 0.4211 1.0725
0.2110 0.2139 0.4530 0.4057 0.0527 0.0050
0.3450 0.3501 0.5900 0.5798 0.1166 0.5044
0.2920 0.2960 0.5780 0.5494 0.0829 0.0191
0.8700 0.8814 0.6630 0.6433 0.2445 0.0630
0.0400 0.0405 0.4070 0.3997 0.0084 0.3171
0.5440 0.5529 0.1480 0.1453 0.4004 0.0887
0.3650 0.3714 0.8630 0.8392 0.3157 0.2235
0.2410 0.2441 0.9060 0.8242 0.0511 0.0172
0.1160 0.1177 0.5790 0.5684 0.0401 0.4059
0.8170 0.8294 0.4370 0.4284 0.5629 0.1761
