i j Omegaij  Pij
354 693 0.093986 0.092494
354 692 0.407069 0.407091
354 366 0.017799 0.017688
354 415 0.261356 0.258550
354 531 0.176900 0.176852
354 690 0.329873 0.330686
354 958 0.134199 0.135439
354 837 0.109564 0.108994
354 667 0.231571 0.229196
354 670 0.017452 0.016058
354 873 0.239510 0.238372
355 38 0.574488 0.578977
355 41 0.349324 0.342960
355 71 0.515722 0.516675
355 152 0.422708 0.423716
355 270 0.203960 0.204236
355 336 0.580734 0.576636
355 346 0.399592 0.400854
355 353 0.094034 0.090373
355 354 0.271267 0.267298
355 590 0.381576 0.379853
355 542 0.269780 0.269794
355 406 0.191255 0.191649
355 724 0.094034 0.092260
355 388 0.556387 0.550386
355 589 0.493456 0.494387
355 944 0.270587 0.269074
355 723 0.506204 0.506474
355 743 0.173366 0.172399
355 398 0.252103 0.251290
355 585 0.485638 0.485406
355 945 0.558766 0.558840
355 959 0.542577 0.538942
355 746 0.009221 0.008267
355 960 0.353191 0.351985
355 744 0.013172 0.012722
355 467 0.558681 0.559269
355 391 0.212883 0.215679
355 409 0.568412 0.573930
355 904 0.098496 0.094114
355 469 0.613495 0.612591
355 749 0.420371 0.419816
355 551 0.546953 0.542732
355 413 0.265191 0.263398
356 38 0.494224 0.494222
356 340 0.443452 0.450822
356 354 0.231363 0.228169
356 888 0.519243 0.516983
356 382 0.520360 0.519174
356 415 0.261233 0.262847
356 890 0.117692 0.116191
356 895 0.365969 0.366102
357 38 0.905131 0.904842
357 40 0.239181 0.244641
357 105 0.579614 0.575732
357 267 0.307823 0.306285
357 307 0.895468 0.894957
357 315 0.730028 0.732962
357 353 0.140484 0.141238
357 451 0.524917 0.524112
357 368 0.268404 0.264525
357 920 0.415601 0.414525
357 377 0.405154 0.401771
357 749 0.658029 0.656101
357 514 0.726357 0.722662
357 768 0.019498 0.019883
357 706 0.738781 0.739685
357 961 0.751423 0.752621
357 424 0.764647 0.764649
357 547 0.588163 0.587298
358 39 0.722001 0.718625
358 182 0.303134 0.303182
358 520 0.070957 0.069739
358 710 0.278709 0.278858
358 764 0.652296 0.654737
359 39 0.479461 0.477763
359 54 0.476474 0.473811
359 55 0.089367 0.088822
359 471 0.073472 0.072702
359 360 0.095061 0.096625
360 39 0.725930 0.723772
360 48 0.158207 0.154515
360 79 0.049692 0.048094
360 104 0.656772 0.655794
360 165 0.409884 0.410228
360 192 0.060956 0.061360
360 193 0.192776 0.190730
360 195 0.663287 0.663174
360 200 0.250436 0.248402
360 203 0.087499 0.085779
360 205 0.185680 0.187765
360 209 0.681996 0.680858
360 213 0.513145 0.508616
360 359 0.334173 0.336244
360 795 0.472236 0.469744
360 399 0.664062 0.665991
360 435 0.239269 0.234987
361 39 0.435462 0.431886
361 44 0.264520 0.262079
361 51 0.210836 0.207783
361 68 0.423622 0.424386
361 136 0.371485 0.366112
361 145 0.131901 0.133245
361 154 0.438176 0.440208
361 245 0.043548 0.043671
361 267 0.137081 0.135879
361 339 0.324461 0.322057
361 348 0.202987 0.204743
361 465 0.026708 0.025189
361 962 0.308629 0.306403
361 522 0.401825 0.399686
361 431 0.179710 0.177334
361 543 0.129905 0.128689
362 39 0.507508 0.504325
362 48 0.109977 0.107666
362 192 0.042773 0.042756
362 198 0.129760 0.128318
362 214 0.326212 0.326064
362 217 0.456902 0.452278
362 220 0.279418 0.280718
362 320 0.098284 0.099997
362 324 0.185248 0.185429
362 327 0.429262 0.429023
362 785 0.031057 0.029875
362 440 0.481519 0.481552
363 39 0.049342 0.049937
363 55 0.010353 0.009284
363 143 0.022052 0.021734
363 147 0.016437 0.015250
363 184 0.040459 0.040757
363 195 0.044885 0.045756
363 206 0.001799 0.001122
363 212 0.004911 0.004540
363 332 0.022990 0.021781
363 340 0.042070 0.042338
363 471 0.008101 0.007599
364 39 0.968265 0.968372
364 51 0.462697 0.465888
364 267 0.303809 0.304666
364 339 0.725602 0.722113
364 353 0.141499 0.140491
364 766 0.086205 0.085049
364 953 0.172833 0.173087
364 368 0.264616 0.263127
364 961 0.750639 0.748642
365 39 0.051853 0.051871
365 50 0.028422 0.029883
365 212 0.005050 0.004716
365 349 0.031534 0.029643
366 39 0.006710 0.005925
366 47 0.002705 0.002335
366 49 0.002341 0.001713
366 51 0.003277 0.002851
366 114 0.004213 0.004437
366 124 0.002705 0.002645
366 134 0.003433 0.003813
366 182 0.003121 0.002500
366 240 0.002705 0.002348
366 249 0.002965 0.002977
366 254 0.003433 0.003583
366 286 0.006502 0.005377
366 354 0.002757 0.002542
366 687 0.003381 0.003974
366 686 0.005150 0.004842
366 671 0.005514 0.004808
366 766 0.001040 0.000520
366 467 0.006086 0.005320
366 469 0.006242 0.005827
366 674 0.005670 0.004394
366 963 0.003485 0.003712
366 494 0.005982 0.005701
366 964 0.002965 0.002394
366 531 0.003017 0.002003
366 837 0.001873 0.001235
366 488 0.006190 0.005198
366 965 0.002185 0.001115
366 692 0.004577 0.004612
366 878 0.003589 0.002119
367 40 0.124529 0.123799
367 49 0.143665 0.142399
367 50 0.284941 0.283809
367 65 0.231321 0.232453
367 133 0.352918 0.353757
367 226 0.265487 0.262168
367 261 0.025709 0.025133
367 267 0.153056 0.154994
367 315 0.369460 0.370913
367 333 0.060827 0.060891
367 338 0.372298 0.371910
367 345 0.067006 0.067924
367 350 0.453213 0.454282
367 353 0.072701 0.071473
367 368 0.130466 0.133862
367 961 0.382379 0.380861
367 391 0.171185 0.170573
367 863 0.426720 0.423916
367 659 0.442160 0.442294
367 371 0.100202 0.097608
367 952 0.194728 0.194675
367 414 0.082092 0.081523
367 928 0.297412 0.293251
368 40 0.103136 0.102848
368 71 0.343057 0.339466
368 90 0.367600 0.363230
368 256 0.003807 0.003407
368 267 0.128184 0.128763
368 357 0.274096 0.274702
368 364 0.161686 0.158446
368 367 0.075123 0.073992
368 953 0.072388 0.073153
368 451 0.224064 0.220339
368 578 0.050958 0.052632
369 40 0.063435 0.064723
369 101 0.218879 0.216144
369 394 0.027298 0.026573
369 871 0.017939 0.016051
369 608 0.051263 0.050753
369 416 0.234573 0.234832
370 40 0.013028 0.012796
370 61 0.045303 0.044259
370 144 0.027280 0.026787
370 145 0.016241 0.015710
370 148 0.014602 0.013315
370 151 0.047736 0.047288
370 184 0.042105 0.041561
370 202 0.047736 0.046240
370 299 0.047243 0.045086
370 340 0.044651 0.043173
370 353 0.008192 0.007388
370 415 0.025896 0.025172
370 502 0.022810 0.021585
370 735 0.003754 0.003120
371 40 0.100898 0.100405
371 41 0.219833 0.219978
371 133 0.285132 0.286906
371 144 0.207757 0.210177
371 270 0.128886 0.130999
371 278 0.351450 0.348031
371 279 0.185926 0.186879
371 323 0.082665 0.082025
371 332 0.178381 0.174271
371 367 0.073147 0.072235
371 537 0.245653 0.246511
371 377 0.166500 0.164894
371 466 0.294801 0.294632
371 729 0.172050 0.170177
372 40 0.152696 0.161184
372 45 0.027186 0.027516
372 56 0.215904 0.203096
372 57 0.599456 0.596924
372 61 0.557997 0.557487
372 67 0.437925 0.420536
372 71 0.531491 0.532012
372 242 0.487766 0.489504
372 703 0.566833 0.569769
372 428 0.103534 0.097617
373 40 0.087470 0.086514
374 40 0.135480 0.134332
374 154 0.544410 0.544859
374 329 0.407653 0.407327
374 345 0.074319 0.073703
374 390 0.185127 0.182902
375 40 0.155345 0.159317
375 72 0.428028 0.433291
375 93 0.122190 0.119180
375 95 0.198286 0.198020
375 136 0.540676 0.537429
375 233 0.431667 0.431717
375 265 0.530244 0.526554
375 333 0.079977 0.078360
375 453 0.211467 0.210593
375 611 0.292657 0.297886
375 416 0.580867 0.578046
375 607 0.580705 0.588209
375 966 0.138687 0.138391
375 633 0.384926 0.374187
375 967 0.443797 0.445418
375 609 0.635776 0.635205
375 733 0.570031 0.571441
375 968 0.548197 0.546382
375 396 0.194566 0.193565
375 969 0.426088 0.418782
375 420 0.143781 0.146915
375 629 0.120006 0.119062
375 402 0.562591 0.563749
375 970 0.003073 0.002585
375 605 0.194000 0.187007
375 456 0.354035 0.351554
375 871 0.040029 0.039509
375 428 0.097930 0.096487
375 377 0.264596 0.261645
376 40 0.135857 0.133262
376 133 0.381275 0.380797
376 154 0.541165 0.540519
376 261 0.028411 0.027054
376 971 0.498082 0.500251
376 584 0.056690 0.056328
376 444 0.179875 0.180350
376 428 0.081249 0.080707
376 881 0.394259 0.396825
376 972 0.464950 0.461355
377 40 0.115251 0.114945
377 41 0.253655 0.251834
377 53 0.286974 0.289680
377 72 0.315963 0.312612
377 85 0.441771 0.439019
377 104 0.417190 0.414447
377 147 0.142295 0.139686
377 154 0.466603 0.466221
377 203 0.054104 0.054210
377 226 0.244745 0.243416
377 232 0.394318 0.394352
377 243 0.415401 0.413813
377 269 0.144412 0.143184
377 274 0.381330 0.382091
377 307 0.419150 0.420496
377 312 0.069477 0.069141
377 315 0.345360 0.344383
377 329 0.346960 0.348539
377 357 0.307570 0.307011
377 371 0.091501 0.090627
377 375 0.017491 0.016405
377 752 0.379165 0.373123
377 453 0.151205 0.151939
377 660 0.423621 0.422343
377 390 0.157652 0.156504
377 584 0.048849 0.048586
377 647 0.071139 0.073342
377 412 0.401456 0.400388
377 587 0.125039 0.124262
377 973 0.232541 0.229098
377 389 0.010730 0.010278
377 974 0.222313 0.225070
377 712 0.427998 0.428886
377 388 0.402868 0.404146
377 466 0.338818 0.337299
377 749 0.310174 0.308269
377 661 0.217387 0.216335
378 40 0.169513 0.170873
378 247 0.112018 0.110434
378 832 0.060784 0.061816
378 808 0.232068 0.236145
378 658 0.106578 0.104170
379 41 0.183596 0.182773
379 302 0.073986 0.074258
379 340 0.282649 0.281458
379 384 0.265451 0.263442
379 783 0.288993 0.286471
379 380 0.250369 0.250235
379 381 0.240893 0.242092
379 975 0.290518 0.293374
379 386 0.308895 0.306164
380 41 0.019934 0.019951
380 81 0.036632 0.035646
380 142 0.005754 0.005478
380 182 0.016573 0.015288
380 302 0.009334 0.008106
380 331 0.028689 0.028353
380 332 0.015728 0.015805
380 379 0.020841 0.020538
380 392 0.001079 0.000185
380 503 0.035068 0.033163
380 383 0.031175 0.030907
380 386 0.034349 0.033419
380 382 0.036116 0.035381
380 381 0.026954 0.026426
380 384 0.028830 0.028756
380 889 0.016463 0.015435
380 590 0.023233 0.022097
380 729 0.014634 0.015434
380 385 0.013727 0.013989
380 783 0.031488 0.031270
380 412 0.030956 0.031719
380 551 0.032129 0.031572
380 891 0.007505 0.007475
381 41 0.293747 0.294980
381 273 0.433645 0.436148
381 302 0.118713 0.119846
381 340 0.456807 0.454249
381 379 0.304056 0.303663
381 380 0.403044 0.403858
381 386 0.494390 0.494121
381 783 0.463727 0.462340
381 935 0.213040 0.210047
381 383 0.459898 0.456975
381 384 0.423570 0.425172
381 382 0.527783 0.523120
381 385 0.211377 0.206833
381 976 0.443186 0.443539
381 889 0.229596 0.228209
381 577 0.078870 0.076655
381 592 0.255645 0.255204
382 41 0.364892 0.362847
382 43 0.071512 0.073379
382 302 0.148648 0.147419
382 331 0.516813 0.515657
382 336 0.612257 0.610072
382 356 0.138671 0.137964
382 380 0.498207 0.496774
382 381 0.480415 0.480607
382 383 0.566289 0.562111
382 385 0.252737 0.254419
382 386 0.607151 0.607805
382 503 0.602609 0.603145
382 883 0.375072 0.374983
383 41 0.080480 0.081961
383 182 0.062422 0.062806
383 302 0.034098 0.033300
383 328 0.137847 0.135491
383 330 0.142980 0.143396
383 332 0.063814 0.064931
383 340 0.126612 0.126215
383 380 0.111918 0.112213
383 381 0.107881 0.108562
383 382 0.146376 0.145351
383 891 0.031078 0.030707
383 384 0.119539 0.118136
383 385 0.057320 0.057469
383 392 0.000939 0.000760
383 937 0.045240 0.043923
383 386 0.136423 0.137293
383 783 0.128349 0.128463
383 408 0.039497 0.037252
383 895 0.103436 0.102496
383 542 0.062735 0.064476
383 406 0.044363 0.045801
383 795 0.098945 0.096618
383 577 0.022377 0.021299
383 890 0.033175 0.032529
384 41 0.016774 0.016175
384 302 0.007166 0.006572
384 340 0.024926 0.024909
384 379 0.017306 0.016652
384 380 0.024065 0.022146
384 381 0.021875 0.021425
384 383 0.025364 0.025058
384 889 0.012674 0.012514
384 725 0.007495 0.006152
384 385 0.011501 0.011342
384 783 0.025286 0.025353
384 392 0.001048 0.000150
384 386 0.028431 0.027095
384 895 0.020514 0.020228
385 41 0.502721 0.503055
385 43 0.100619 0.101733
385 298 0.472719 0.475978
385 302 0.204944 0.204383
385 331 0.714342 0.714912
385 380 0.688977 0.688733
385 381 0.668964 0.666319
385 382 0.890788 0.892122
385 383 0.779769 0.779318
385 384 0.722451 0.725083
385 729 0.388855 0.389166
385 503 0.837892 0.836207
385 386 0.841562 0.842668
386 41 0.538488 0.537561
386 134 0.631558 0.628382
386 143 0.422021 0.424949
386 302 0.221259 0.218402
386 379 0.555648 0.553384
386 380 0.735301 0.735975
386 381 0.714646 0.712024
386 382 0.954272 0.953315
386 383 0.835658 0.832773
386 384 0.774290 0.774818
386 385 0.376685 0.376924
386 937 0.289601 0.288080
386 590 0.597662 0.595387
387 41 0.323074 0.320765
387 82 0.018051 0.017847
387 275 0.526822 0.522571
387 403 0.239244 0.238631
387 858 0.309775 0.305831
387 889 0.249546 0.248157
387 957 0.491963 0.490346
387 832 0.054058 0.052964
387 590 0.356817 0.355271
387 395 0.231686 0.232092
388 41 0.439461 0.441057
388 184 0.654680 0.653827
388 298 0.418208 0.417317
388 331 0.630155 0.626804
388 340 0.682761 0.679197
388 355 0.032466 0.031095
388 377 0.333276 0.330611
388 725 0.166638 0.167749
388 433 0.214468 0.214411
388 409 0.739346 0.738090
388 808 0.279369 0.278210
388 883 0.460792 0.455809
388 412 0.702135 0.701229
388 632 0.032137 0.031087
388 787 0.363816 0.362463
388 430 0.235141 0.234050
388 728 0.254186 0.252017
388 395 0.316737 0.319129
388 723 0.655354 0.651340
388 977 0.264882 0.265829
388 884 0.742416 0.738021
388 541 0.733599 0.733953
388 885 0.426336 0.425471
388 755 0.460995 0.459093
388 551 0.700584 0.697969
388 570 0.751766 0.752799
388 886 0.272024 0.273274
388 887 0.331036 0.330554
389 41 0.197065 0.200044
389 48 0.075033 0.077568
389 55 0.068353 0.067550
389 104 0.327031 0.329215
389 115 0.334606 0.331814
389 175 0.209114 0.206312
389 193 0.094775 0.095749
389 195 0.332280 0.332920
389 196 0.333711 0.331745
389 203 0.043839 0.043062
389 204 0.244602 0.249007
389 206 0.009185 0.008164
389 215 0.148515 0.146588
389 219 0.223667 0.225562
389 273 0.294405 0.295779
389 321 0.178158 0.173359
389 326 0.245676 0.243078
389 332 0.152690 0.158479
389 377 0.143863 0.149951
389 724 0.053322 0.053814
389 801 0.196529 0.196721
389 445 0.174043 0.172939
389 785 0.021412 0.021524
389 583 0.189431 0.183700
389 780 0.291363 0.293054
390 41 0.336575 0.333261
390 105 0.357659 0.357973
390 157 0.392450 0.390786
390 374 0.480803 0.477641
390 377 0.250763 0.249809
390 751 0.565781 0.565539
390 656 0.171473 0.171235
390 457 0.285384 0.285714
390 417 0.094212 0.093355
390 978 0.609996 0.610082
390 834 0.429991 0.428130
390 839 0.102118 0.101384
391 41 0.439765 0.439983
391 55 0.150457 0.148571
391 240 0.317139 0.316727
391 247 0.131191 0.129789
391 270 0.265224 0.262014
391 279 0.372712 0.373780
391 299 0.704355 0.707557
391 352 0.036270 0.036740
391 354 0.340534 0.342917
391 355 0.031833 0.031019
391 367 0.144681 0.144478
391 979 0.738560 0.736047
391 537 0.492060 0.493051
391 901 0.465767 0.465218
391 952 0.313517 0.315791
391 845 0.282390 0.281537
392 41 0.187265 0.195750
392 57 0.325910 0.330883
392 182 0.152133 0.150000
392 275 0.316813 0.318905
392 283 0.159034 0.150711
392 298 0.195420 0.185214
392 302 0.075282 0.079530
392 304 0.343789 0.324276
392 331 0.274780 0.278189
392 340 0.303639 0.301442
392 380 0.273212 0.268002
392 383 0.298620 0.303251
392 384 0.275094 0.282147
392 503 0.316499 0.325388
392 891 0.073714 0.073338
392 729 0.146487 0.151434
392 894 0.277604 0.282118
392 892 0.374843 0.354891
392 980 0.090339 0.090792
392 919 0.091593 0.088938
392 893 0.318381 0.317024
392 975 0.301129 0.314204
392 981 0.274153 0.268692
392 982 0.120138 0.114367
392 438 0.001882 0.001465
392 442 0.095671 0.093694
393 41 0.037478 0.035555
393 134 0.043739 0.041562
394 41 0.497735 0.493399
394 157 0.581687 0.578566
394 267 0.281505 0.281948
394 369 0.669235 0.670743
394 660 0.826306 0.827465
394 752 0.731101 0.731031
394 751 0.835084 0.837291
394 766 0.078069 0.078707
394 983 0.148060 0.147247
394 845 0.315777 0.315717
395 41 0.258228 0.256676
395 71 0.386492 0.386687
395 75 0.073813 0.073337
395 89 0.164067 0.164773
395 139 0.281784 0.284787
395 142 0.071749 0.070477
395 146 0.248777 0.249577
395 152 0.314887 0.317115
395 186 0.216008 0.216664
395 242 0.355899 0.355791
395 298 0.242820 0.242861
395 314 0.095003 0.094741
395 331 0.365970 0.364774
395 387 0.302020 0.298074
395 388 0.411668 0.411917
395 744 0.010309 0.009521
395 943 0.014995 0.014747
395 411 0.312409 0.310899
395 742 0.179189 0.177139
395 433 0.126517 0.124778
395 755 0.267568 0.267173
395 503 0.425615 0.426662
395 551 0.405934 0.406188
395 409 0.429205 0.429537
395 984 0.198091 0.196447
395 985 0.047764 0.046128
395 957 0.394069 0.392375
395 889 0.198329 0.198576
395 570 0.438894 0.438097
395 723 0.382553 0.379052
395 465 0.028274 0.027190
395 942 0.363794 0.361900
395 746 0.006544 0.006187
395 541 0.422644 0.427129
395 747 0.055833 0.054781
395 891 0.097370 0.096164
396 41 0.342994 0.344995
396 134 0.404339 0.403282
396 312 0.094568 0.094718
396 375 0.023319 0.022473
396 456 0.350447 0.347469
396 420 0.146638 0.145207
396 467 0.560053 0.562586
397 41 0.295630 0.295439
397 84 0.215242 0.213206
397 270 0.175282 0.175936
397 298 0.281324 0.279537
397 975 0.475157 0.474217
397 755 0.308030 0.307520
397 941 0.383120 0.382390
397 957 0.449636 0.451630
398 41 0.331275 0.331024
398 44 0.366379 0.364846
398 45 0.027236 0.025793
398 201 0.403892 0.401043
398 227 0.606742 0.607931
398 245 0.061907 0.060795
398 269 0.186568 0.188208
398 345 0.082800 0.082897
398 353 0.087901 0.087228
398 355 0.024469 0.023338
398 839 0.100625 0.100703
398 959 0.520592 0.520184
398 571 0.488180 0.486176
398 700 0.304228 0.303896
399 41 0.248691 0.247462
399 78 0.081868 0.081277
399 79 0.030606 0.029867
399 104 0.406331 0.407252
399 193 0.117082 0.118445
399 205 0.117599 0.116603
399 209 0.421846 0.422817
399 321 0.213086 0.214451
399 342 0.327927 0.325356
399 360 0.089359 0.090902
399 573 0.155242 0.153291
399 580 0.028554 0.028462
400 41 0.409140 0.411416
400 79 0.049803 0.049655
400 84 0.292901 0.296902
400 129 0.136599 0.137374
400 161 0.287200 0.288459
400 192 0.064040 0.063351
400 197 0.360997 0.362550
400 204 0.513289 0.512114
400 210 0.127891 0.126686
400 211 0.562215 0.562507
400 214 0.485819 0.483127
400 218 0.397926 0.396977
400 288 0.531785 0.531207
400 326 0.497565 0.499920
400 986 0.297239 0.296826
400 698 0.046483 0.045825
400 583 0.379007 0.377801
400 435 0.244538 0.242612
400 697 0.294529 0.296962
400 801 0.406352 0.404581
400 440 0.711939 0.713513
400 797 0.535575 0.536389
401 41 0.184225 0.185434
401 51 0.165985 0.162038
401 354 0.146371 0.144524
401 987 0.010299 0.009623
401 656 0.099024 0.095279
401 433 0.087769 0.090145
401 904 0.052811 0.050886
401 988 0.106517 0.108976
402 41 0.010416 0.009706
402 375 0.000976 0.000632
402 577 0.002839 0.002522
402 696 0.011641 0.011291
402 544 0.002058 0.001387
402 967 0.012954 0.012385
402 467 0.015669 0.015827
403 41 0.113539 0.113231
403 49 0.058606 0.059447
403 100 0.103277 0.102553
403 103 0.151509 0.149996
403 141 0.198916 0.199335
403 149 0.161301 0.159434
403 208 0.023776 0.023100
403 209 0.194675 0.193468
403 227 0.208562 0.207951
403 270 0.066990 0.067430
403 312 0.031254 0.031088
403 387 0.131343 0.131494
403 572 0.041644 0.042645
403 433 0.056502 0.055045
403 676 0.158534 0.156278
403 989 0.166772 0.165671
404 42 0.318531 0.321609
404 80 0.200135 0.197794
404 81 0.527407 0.527718
404 239 0.042119 0.040559
404 428 0.082624 0.081645
405 43 0.047296 0.044933
405 730 0.055222 0.054449
405 406 0.122230 0.124158
405 407 0.012098 0.012368
406 43 0.024732 0.024871
406 331 0.173557 0.174779
406 355 0.008275 0.008671
406 383 0.189796 0.190525
406 405 0.133644 0.130441
406 407 0.007311 0.006846
406 410 0.150257 0.151946
406 990 0.139991 0.137855
406 409 0.205320 0.205811
406 774 0.061254 0.059095
406 551 0.195894 0.194623
406 729 0.095287 0.095142
406 991 0.025789 0.025555
407 43 0.045286 0.050583
407 405 0.258501 0.265290
407 406 0.142788 0.139773
407 903 0.292184 0.285294
407 730 0.062691 0.061297
407 408 0.112006 0.113685
407 907 0.177276 0.175906
407 645 0.041741 0.042208
407 774 0.119903 0.120188
407 724 0.069460 0.067287
408 43 0.059491 0.059857
408 298 0.281156 0.280049
408 315 0.404714 0.404752
408 336 0.495298 0.497646
408 383 0.457874 0.458524
408 407 0.016988 0.016476
408 891 0.110979 0.110889
408 430 0.158643 0.157064
408 590 0.323575 0.327820
408 704 0.080115 0.079065
408 725 0.113946 0.112571
408 409 0.496510 0.495311
408 410 0.363946 0.365678
408 433 0.144621 0.143885
408 728 0.171138 0.169122
408 858 0.284207 0.282200
409 43 0.006001 0.005671
409 142 0.007439 0.007700
409 226 0.027755 0.027106
409 298 0.026676 0.026534
409 332 0.021973 0.022217
409 355 0.001969 0.001977
409 388 0.046055 0.045004
409 395 0.020754 0.020291
409 406 0.015550 0.015671
409 408 0.012940 0.012746
409 725 0.011018 0.010666
409 891 0.010939 0.010506
409 992 0.023707 0.023042
409 433 0.014252 0.013633
409 412 0.046336 0.044586
409 787 0.024301 0.023046
409 542 0.022910 0.022061
409 410 0.034818 0.034647
409 541 0.046430 0.046666
409 936 0.011986 0.011438
409 430 0.015581 0.014881
410 43 0.005056 0.004252
410 142 0.006103 0.005773
410 406 0.011320 0.011749
410 408 0.009910 0.009556
410 409 0.034403 0.035186
410 539 0.035591 0.036528
410 551 0.034866 0.033273
410 772 0.002256 0.001092
411 43 0.004018 0.003162
411 152 0.020506 0.019320
411 331 0.023428 0.022223
411 395 0.011257 0.011315
411 589 0.022980 0.022542
411 942 0.022166 0.022048
411 742 0.010527 0.010792
411 744 0.001013 0.000580
411 551 0.023627 0.024746
411 412 0.024408 0.024862
411 725 0.006442 0.005948
411 723 0.022764 0.023093
412 43 0.103141 0.100750
412 51 0.437133 0.435337
412 72 0.616859 0.618427
412 136 0.768680 0.767061
412 142 0.136467 0.136792
412 275 0.813615 0.811625
412 308 0.047254 0.044345
412 340 0.765280 0.767183
412 377 0.373897 0.373440
412 380 0.683698 0.682077
412 388 0.801676 0.799504
412 409 0.836067 0.833705
412 411 0.604497 0.603435
412 982 0.295746 0.291069
412 883 0.513498 0.514856
412 589 0.718637 0.718158
412 723 0.737188 0.735716
412 551 0.788970 0.788386
413 43 0.023328 0.023440
413 45 0.009884 0.009031
413 104 0.191301 0.190750
413 185 0.187940 0.189449
413 275 0.188772 0.188829
413 292 0.060786 0.060846
413 299 0.185628 0.186396
413 355 0.008962 0.008172
413 748 0.030808 0.030738
413 433 0.058672 0.056346
414 44 0.216971 0.213334
414 105 0.208650 0.207910
414 154 0.359794 0.358332
414 234 0.066505 0.064635
414 240 0.139585 0.139334
414 267 0.110240 0.110606
414 274 0.291680 0.293671
414 278 0.303743 0.306230
414 315 0.262742 0.264689
414 328 0.317979 0.319971
414 343 0.045869 0.045619
414 353 0.052095 0.051004
414 367 0.064507 0.063559
414 913 0.230935 0.233262
414 826 0.059271 0.059580
414 651 0.105915 0.105138
414 661 0.168755 0.166273
414 548 0.030411 0.028753
414 451 0.188615 0.189268
414 506 0.009717 0.009696
414 537 0.216040 0.216903
414 534 0.044725 0.043442
414 704 0.053355 0.051705
414 567 0.114430 0.113470
415 44 0.008507 0.008914
415 144 0.008091 0.007727
415 184 0.012469 0.011989
415 202 0.013534 0.013339
415 340 0.012802 0.012454
415 354 0.006526 0.006303
415 356 0.004378 0.003075
415 370 0.009372 0.008117
415 850 0.013501 0.013662
415 572 0.004528 0.003046
416 44 0.335203 0.334563
416 278 0.482276 0.480247
416 369 0.409652 0.412652
416 375 0.019904 0.019773
416 871 0.033244 0.034359
416 749 0.369253 0.371571
416 456 0.302584 0.305724
416 611 0.256691 0.259052
417 44 0.512182 0.509350
417 133 0.600528 0.602734
417 154 0.858314 0.855544
417 241 0.303595 0.303466
417 259 0.765473 0.763013
417 345 0.117165 0.115730
417 390 0.288378 0.287195
417 993 0.549476 0.551738
417 483 0.851179 0.850439
417 604 0.468619 0.469527
417 994 0.827013 0.822937
417 522 0.778325 0.776790
417 754 0.249074 0.248520
418 44 0.394463 0.387363
418 847 0.073687 0.077598
418 485 0.483814 0.481169
418 807 0.295788 0.293437
418 563 0.496782 0.496889
418 512 0.265026 0.269933
418 459 0.417889 0.416715
419 44 0.146224 0.146783
419 56 0.075202 0.076591
419 72 0.166211 0.165316
419 76 0.176503 0.176361
419 104 0.221002 0.219169
419 136 0.205619 0.205049
419 250 0.188036 0.185537
419 258 0.162204 0.159609
419 283 0.101772 0.102534
419 328 0.222966 0.220154
419 330 0.232237 0.232998
419 332 0.105669 0.105504
419 334 0.175450 0.176899
419 542 0.104459 0.104764
419 573 0.082776 0.082496
419 774 0.065601 0.063992
420 44 0.294629 0.298663
420 375 0.015767 0.017651
420 396 0.155131 0.150268
420 608 0.090994 0.096987
421 44 0.141454 0.139639
421 72 0.158313 0.157270
421 823 0.205034 0.205882
421 956 0.206719 0.206580
421 995 0.167065 0.167304
421 553 0.002818 0.002115
421 563 0.178478 0.179122
421 446 0.048106 0.046069
422 44 0.510760 0.509755
422 71 0.697570 0.696761
422 256 0.006185 0.006993
422 330 0.814074 0.809168
422 996 0.222026 0.222137
422 659 0.760240 0.754182
423 44 0.466038 0.462706
424 44 0.362901 0.363065
424 105 0.350660 0.353833
424 209 0.563335 0.562829
424 267 0.188688 0.188236
424 307 0.551110 0.550022
424 357 0.401219 0.401580
424 658 0.093985 0.091659
424 839 0.101677 0.100212
424 928 0.354921 0.356145
424 429 0.085750 0.084928
424 816 0.058763 0.057448
425 45 0.042025 0.041042
425 56 0.302878 0.302926
425 57 0.890237 0.890336
425 58 0.515718 0.515895
425 65 0.451253 0.451411
425 68 0.940681 0.940075
425 71 0.795141 0.793517
425 89 0.337027 0.338129
425 281 0.727736 0.723006
426 45 0.020646 0.019500
426 62 0.102776 0.102580
426 70 0.324888 0.323578
426 89 0.162108 0.160652
426 281 0.343163 0.343515
426 507 0.380302 0.376469
426 506 0.013400 0.012537
426 997 0.159350 0.156910
426 508 0.376704 0.379135
426 907 0.175356 0.175998
426 475 0.335026 0.335578
426 863 0.392021 0.391131
426 998 0.266195 0.267950
426 499 0.276602 0.275263
426 867 0.268111 0.266450
426 999 0.039594 0.038445
426 516 0.228484 0.227453
427 45 0.004076 0.003394
427 145 0.023640 0.024410
427 237 0.005910 0.005255
428 45 0.029134 0.028947
428 70 0.483239 0.480341
428 85 0.647497 0.647627
428 121 0.273924 0.272232
428 124 0.303104 0.301188
428 127 0.321141 0.317026
428 185 0.613285 0.607208
428 213 0.470809 0.474169
428 249 0.339039 0.339051
428 283 0.285412 0.286021
428 297 0.640604 0.640758
428 298 0.354502 0.351502
428 320 0.135423 0.133790
428 337 0.439997 0.438281
428 372 0.013533 0.012403
428 375 0.025044 0.024199
428 376 0.643821 0.643148
